index,X,Y,OBJECTID,ID,name,address,city,state,zip,ZIP4,TELEPHONE,type,status,population,county,COUNTYFIPS,COUNTRY,latitude,longitude,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,owner,TTL_STAFF,beds,TRAUMA,helipad
5949,-13810252.7752933,5563364.51213764,6114,4897365,SAMARITAN PACIFIC COMMUNITY HOSPITAL,930 SW ABBEY STREET,NEWPORT,OR,97365,NOT AVAILABLE,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,LINCOLN,41041,USA,44.6293932,-124.059611456,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://public.health.oregon.gov/providerpartnerresources/healthcareprovidersfacilities/healthcarehealthcareregulationqualityimprovement/pages/forms.aspx#hospital,2020/08/09 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,www.samhealth.org,14-1460,NOT AVAILABLE,41,NON-PROFIT,-999,25,LEVEL IV,Y
2745,-13151881.2939712,6050133.70205345,2814,8099122,LINCOLN HOSPITAL,10 NICHOLS ST,DAVENPORT,WA,99122,NOT AVAILABLE,(509) 725-7101,CRITICAL ACCESS,OPEN,60,LINCOLN,53043,USA,47.657927719,-118.145359813,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.lincolnhospital.org,137,ODESSA MEMORIAL HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,60,LEVEL V,Y
2746,-13690692.2034109,5895256.85736472,2815,6698531,PROVIDENCE CENTRALIA HOSPITAL,914 SOUTH SCHEUBER ROAD,CENTRALIA,WA,98531,NOT AVAILABLE,(360) 736-2803,GENERAL ACUTE CARE,OPEN,100,LEWIS,53041,USA,46.7124044820001,-122.985580565,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.providence.org,191,CAPITAL MEDICAL CENTER,53,NON-PROFIT,-999,100,LEVEL IV,Y
3198,-13030476.4220649,5845095.08110843,3280,4099403,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,WA,99403,NOT AVAILABLE,(509) 758-5511,CRITICAL ACCESS,OPEN,25,ASOTIN,53003,USA,46.4025536880001,-117.054761293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY/OTHER,2020/04/06 00:00:00+00,www.tristatehospital.org,108,NOT AVAILABLE,53,NON-PROFIT,-999,25,LEVEL IV,Y
4333,-13394075.8483178,6008696.68713386,4471,2798807,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,NOT AVAILABLE,(509) 662-1511,GENERAL ACUTE CARE,OPEN,174,CHELAN,53007,USA,47.4066046460001,-120.321030512,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.cwhs.com,168,WENATCHEE VALLEY HOSPITAL,53,NON-PROFIT,-999,174,"LEVEL III, LEVEL III PEDIATRIC",Y
5835,-13668839.3664983,6124514.83180192,5999,7898368,JEFFERSON HEALTHCARE,834 SHERIDAN ST,PORT TOWNSEND,WA,98368,NOT AVAILABLE,(360) 385-2200,CRITICAL ACCESS,OPEN,25,JEFFERSON,53031,USA,48.1060433220001,-122.789273191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.jeffersonhealthcare.org,85,HARRISON MEMORIAL HOSPITAL - SILVERDALE,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL IV,Y
5836,-13645624.1062565,5720367.97641914,6000,3798668,PEACEHEALTH SOUTHWEST MEDICAL CENTER,400 NE MOTHER JOSEPH PLACE,VANCOUVER,WA,98668,NOT AVAILABLE,(360) 256-2000,GENERAL ACUTE CARE,OPEN,360,CLARK,53011,USA,45.624437507,-122.58072696,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,https://www.peacehealth.org/southwest-medical-center,60435729,SOUTHWEST WASHINGTON MEDICAL CENTER,53,NON-PROFIT,-999,360,"LEVEL II, LEVEL II REHAB",Y
5906,-13686930.2986991,5949051.63659263,6071,9198502,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OLYMPIA,WA,98502,NOT AVAILABLE,(360) 754-5858,GENERAL ACUTE CARE,OPEN,110,THURSTON,53067,USA,47.0427309150001,-122.9517868,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.capitalmedical.com,197,PROVIDENCE SAINT PETER HOSPITAL,53,PROPRIETARY,-999,110,NOT AVAILABLE,Y
6787,-13594218.8671202,6138342.06179602,6960,5298223,CASCADE VALLEY HOSPITAL,330 STILLAGUAMISH AVE S,ARLINGTON,WA,98223,NOT AVAILABLE,(360) 435-2133,GENERAL ACUTE CARE,OPEN,48,SNOHOMISH,53061,USA,48.18891955,-122.11894584,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.cascadevalley.org,106,PROVIDENCE EVERETT MEDICAL CENTER - PACIFIC,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,48,LEVEL IV,Y
6794,-13579842.3753379,6084295.52055836,6967,10598272,EVERGREEN HEALTH MONROE,14701 179TH AVE SE,MONROE,WA,98272,NOT AVAILABLE,(360) 794-7497,GENERAL ACUTE CARE,OPEN,72,SNOHOMISH,53061,USA,47.8642199180001,-121.989799617,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,https://www.evergreenhealth.com/about-evergreenhealth-monroe,104,VALLEY GENERAL HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,72,LEVEL IV,N
6798,-13786605.6763565,5938685.44926218,6971,7698520,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DR,ABERDEEN,WA,98520,NOT AVAILABLE,(360) 537-5000,GENERAL ACUTE CARE,OPEN,105,GRAYS HARBOR,53027,USA,46.9792355820001,-123.847185952,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.ghchwa.org,63,MARK REED MEMORIAL HOSPITAL,53,NON-PROFIT,-999,105,LEVEL III,Y
6801,-13619184.0862325,6017061.46483638,6974,11198166,HIGHLINE MEDICAL CENTER,16251 SYLVESTER RD SW,BURIEN,WA,98166,NOT AVAILABLE,(206) 244-9970,GENERAL ACUTE CARE,OPEN,269,KING,53033,USA,47.4574355870001,-122.343212219,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.highlinemedicalcenter.org/,126,REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,53,NON-PROFIT,-999,269,LEVEL IV,N
6803,-13649513.5903405,6190767.8443367,6976,7798221,ISLAND HOSPITAL,1211 24TH ST,ANACORTES,WA,98221,NOT AVAILABLE,(360) 299-1300,GENERAL ACUTE CARE,OPEN,43,SKAGIT,53057,USA,48.501928756,-122.61566679,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.islandhospital.org/,134,SKAGIT VALLEY HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,43,LEVEL III,Y
6807,-13418217.2418612,5939967.73470557,6980,3098926,KITTITAS VALLEY COMMUNITY HOSPITAL,603 S CHESTNUT ST,ELLENSBURG,WA,98926,NOT AVAILABLE,(509) 962-9841,CRITICAL ACCESS,OPEN,25,KITTITAS,53037,USA,46.9870939730001,-120.53789634,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,kvhealthcare.org,140,PROVIDENCE YAKIMA MEDICAL CENTER,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL IV,Y
6810,-13653139.7953685,5735748.81891188,6983,11698686,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,NOT AVAILABLE,(360) 487-1000,GENERAL ACUTE CARE,OPEN,220,CLARK,53011,USA,45.720983523,-122.648241544,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.legacyhealth.org,208,SOUTHWEST WASHINGTON MEDICAL CENTER,53,NON-PROFIT,-999,220,NOT AVAILABLE,Y
6821,-13808362.5003197,5830398.01912456,6994,1498624,OCEAN BEACH HOSPITAL,174 1ST AVENUE NORTH,ILWACO,WA,98624,NOT AVAILABLE,(360) 642-3181,CRITICAL ACCESS,OPEN,25,PACIFIC,53049,USA,46.3114343020001,-124.042630827,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.oceanbeachhospital.com/,79,WILLAPA HARBOR HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL IV,Y
6823,-13704675.6433257,6121766.2731919,6996,134,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,NOT AVAILABLE,(360) 417-7000,GENERAL ACUTE CARE,OPEN,126,CLALLAM,53009,USA,48.089553348,-123.111195943,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY/OTHER,2020/04/06 00:00:00+00,http://www.olympicmedical.org/,38,NOT AVAILABLE,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,126,LEVEL III,Y
6827,-13332057.6411416,5813759.04171801,7000,6599350,PROSSER MEMORIAL HOSPITAL,723 MEMORIAL ST,PROSSER,WA,99350,NOT AVAILABLE,(509) 786-2222,CRITICAL ACCESS,OPEN,26,BENTON,53005,USA,46.20809196,-119.763911478,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,pmhmedicalcenter.com/,46,SUNNYSIDE COMMUNITY HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,26,LEVEL IV,N
6828,-13069656.8462681,6058703.43214885,7001,1999207,PROVIDENCE HOLY FAMILY HOSPITAL,5633 N. LIDGERWOOD ST,SPOKANE,WA,99207,NOT AVAILABLE,(509) 482-0111,GENERAL ACUTE CARE,OPEN,272,SPOKANE,53063,USA,47.709754423,-117.406725032,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.providence.org,139,SHRINERS HOSPITAL FOR CRIPPLED CHILDREN-SPOKANE UNIT,53,NON-PROFIT,-999,272,LEVEL III,Y
6829,-13123760.7276772,6197279.37197403,7002,8199114,PROVIDENCE MOUNT CARMEL HOSPITAL,982 E COLUMBIA AVE,COLVILLE,WA,99114,NOT AVAILABLE,(509) 684-2561,CRITICAL ACCESS,OPEN,25,STEVENS,53065,USA,48.5406717930001,-117.892748468,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.providence.org,30,SAINT JOSEPH'S HOSPITAL,53,NON-PROFIT,-999,25,LEVEL IV,Y
6834,-13043283.1368157,5895254.21976863,7007,3399163,PULLMAN REGIONAL HOSPITAL,835 SOUTHEAST BISHOP BOULEVARD,PULLMAN,WA,99163,NOT AVAILABLE,(509) 332-2541,CRITICAL ACCESS,OPEN,25,WHITMAN,53075,USA,46.712388236,-117.169805969,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY/OTHER,2020/04/06 00:00:00+00,www.pullmanhospital.org,172,WHITMAN HOSPITAL AND MEDICAL CENTER,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL IV,Y
6842,-13617050.1888872,6176657.16025586,7015,2398273,SKAGIT VALLEY HOSPITAL,1415 KINCAID ST E,MT VERNON,WA,98273,NOT AVAILABLE,(360) 424-4111,GENERAL ACUTE CARE,OPEN,137,SKAGIT,53057,USA,48.4178696800001,-122.324043093,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,http://www.skagitvalleyhospital.org/,207,UNITED GENERAL HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,137,LEVEL III,Y
6843,-13522037.621241,5735971.3673546,7016,1798672,SKYLINE HOSPITAL,211 SKYLINE DR,WHITE SALMON,WA,98672,NOT AVAILABLE,(509) 493-1101,CRITICAL ACCESS,OPEN,25,KLICKITAT,53039,USA,45.7223792440001,-121.470530676,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.skylinehospital.com,96,KLICKITAT VALLEY HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL IV,Y
6867,-13617475.8416694,6042179.37656427,7040,9098101,VIRGINIA MASON MEDICAL CENTER,925 SENECA STREET,SEATTLE,WA,98101,NOT AVAILABLE,(206) 624-1144,GENERAL ACUTE CARE,OPEN,336,KING,53033,USA,47.6097766840001,-122.327866797,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.virginiamason.org,10,SWEDISH MEDICAL CENTER - FIRST HILL,53,NON-PROFIT,-999,336,NOT AVAILABLE,N
6870,-13657156.7878029,6142513.11270985,7043,8998239,WHIDBEY GENERAL HOSPITAL,101 MAIN STREET NORTH,COUPEVILLE,WA,98239,NOT AVAILABLE,(360) 678-5151,CRITICAL ACCESS,OPEN,51,ISLAND,53029,USA,48.2138932940001,-122.684326801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.whidbeygen.org,156,WHIDBEYHEALTH MEDICAL CENTER,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,51,LEVEL III,Y
6871,-13066242.0909431,5920706.3434237,7044,1699111,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW ROAD,COLFAX,WA,99111,NOT AVAILABLE,(509) 397-3435,CRITICAL ACCESS,OPEN,25,WHITMAN,53075,USA,46.8689303140001,-117.376049763,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.whitmanhospital.com,153,PULLMAN MEMORIAL HOSPITAL,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,LEVEL V,Y
7264,-13617044.1585991,6041202.49755221,7440,9898104,HARBORVIEW MEDICAL CENTER,325 9TH AVE,SEATTLE,WA,98104,NOT AVAILABLE,(206) 731-3000,GENERAL ACUTE CARE,OPEN,413,KING,53033,USA,47.603860146,-122.323988922,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.uwmedicine.org,29,SWEDISH MEDICAL CENTER - FIRST HILL,53,GOVERNMENT - LOCAL,-999,413,"LEVEL I, LEVEL I PEDIATRIC, LEVEL I REHAB",Y
7269,-13601814.1195005,6043948.75583964,7445,10098004,OVERLAKE HOSPITAL MEDICAL CENTER,1035 116TH AVE NE,BELLEVUE,WA,98004,NOT AVAILABLE,(425) 688-5000,GENERAL ACUTE CARE,OPEN,337,KING,53033,USA,47.620491353,-122.187175153,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.overlakehospital.org/,131,GROUP HEALTH EASTSIDE HOSPITAL,53,NON-PROFIT,-999,337,LEVEL III,Y
7273,-13257637.7431595,5818092.56090129,7449,3299301,LOURDES MEDICAL CENTER,520 4TH AVE N,PASCO,WA,99301,NOT AVAILABLE,(509) 547-7704,CRITICAL ACCESS,OPEN,106,FRANKLIN,53021,USA,46.2350255950001,-119.09538616,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/default.aspx,2020/08/09 00:00:00+00,IMAGERY,2020/04/06 00:00:00+00,www.lourdesmed.org,22,KENNEWICK GENERAL HOSPITAL,53,NON-PROFIT,-999,106,"LEVEL IV, LEVEL II REHAB",Y
1,-13156201.0459209,4031977.72318218,3,11190023,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,CA,90023,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,127,LOS ANGELES,06037,USA,34.023647302,-118.184164805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.elalax.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,127,NOT AVAILABLE,N
2,-13171904.8938342,4041752.38558494,4,17090028,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVENUE,HOLLYWOOD,CA,90028,NOT AVAILABLE,(323) 462-2271,GENERAL ACUTE CARE,OPEN,100,LOS ANGELES,06037,USA,34.0963913570001,-118.325234871,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://sch-hollywood.com/,NOT AVAILABLE,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6,PROPRIETARY,-999,100,NOT AVAILABLE,N
4,-13152220.0561023,4009979.57327682,6,25190712,LAKEWOOD REGIONAL MEDICAL CENTER,3700 EAST SOUTH STREET,LAKEWOOD,CA,90712,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,172,LOS ANGELES,06037,USA,33.8597066200001,-118.148402965,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.lakewoodregional.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,172,NOT AVAILABLE,N
6,-13151091.1947571,4035446.04482627,8,30891754,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,CA,91754,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,101,LOS ANGELES,06037,USA,34.0494660590001,-118.138262231,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.montereyparkhosp.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,101,NOT AVAILABLE,N
10,-13541568.9741081,4391685.99875527,12,38593901,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS,CA,93901,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,269,MONTEREY,06053,USA,36.659030456,-121.645983804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.svmh.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,269,NOT AVAILABLE,N
25,-13157227.9820271,4002928.63072295,28,70990806,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,121,LOS ANGELES,06037,USA,33.8070928700001,-118.193389929,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/13 00:00:00+00,http://www.collegemedicalcenter.com,NOT AVAILABLE,PACIFIC HOSPITAL OF LONG BEACH,6,PROPRIETARY,-999,121,NOT AVAILABLE,N
26,-13599307.1338799,4538033.47522032,29,71794577,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,216,ALAMEDA,06001,USA,37.706406198,-122.164654518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/14 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NOT AVAILABLE,-999,216,NOT AVAILABLE,N
54,-13051416.7066538,3881621.69613875,59,40992037,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,173,SAN DIEGO,06073,USA,32.896858901,-117.24287107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.scrippshealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,173,NOT AVAILABLE,N
55,-13056015.5723005,3900261.90751833,60,41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,194,SAN DIEGO,06073,USA,33.0373447760001,-117.284183383,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.scripps.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,194,NOT AVAILABLE,Y
63,-13557839.5917391,4673645.41004466,68,53195695,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,108,YOLO,06113,USA,38.663925024,-121.792145249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.woodlandhealthcare.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,108,NOT AVAILABLE,N
65,-13596951.5211709,4538861.15587821,70,39794578,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,CA,94578,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,93,ALAMEDA,06001,USA,37.712288347,-122.143493689,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://edenmedcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,93,NOT AVAILABLE,N
71,-13168447.3616571,4042045.75117393,76,19090027,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,CA,90027,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,460,LOS ANGELES,06037,USA,34.0985736490001,-118.294175331,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,460,NOT AVAILABLE,N
72,-13183591.7063438,4058187.75002011,77,19391402,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,CA,91402,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,218,LOS ANGELES,06037,USA,34.2185641940001,-118.430219294,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,218,NOT AVAILABLE,N
75,-13144569.622539,4006485.75785485,80,50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,CA,90716,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,107,LOS ANGELES,06037,USA,33.833640007,-118.079677951,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.tcrmc.org/,NOT AVAILABLE,TRI-CITY REGIONAL MEDICAL CENTER,6,NON-PROFIT,-999,107,NOT AVAILABLE,N
